key,ja
Brian_BonVoyage_02_options_caption_02,もちろん、君はこの宇宙の人間に似ている。── リアクターから密かに連れ出すことも、街へ連れて行くことも、書類の偽造だってできる。
Brian_BonVoyage_02_options_caption_03,しかし、DNAは嘘をつけない。いずれ、異なる宇宙から来たエイリアンだとばれる日が来る。
Brian_BonVoyage_02_options_caption_04,それが無理となると、他に二つの選択肢がある。
Brian_BonVoyage_03_blackhole_caption_00,選択肢1 ─ 残りの人生をリアクターの中で虚しく暮らす。
Brian_BonVoyage_03_blackhole_caption_01,私ならこれは推奨しない。
Brian_BonVoyage_03_blackhole_caption_02,私がここにいるのは地上での法的問題を一時的に回避するためだが、住むには辛い場所だ。
Brian_BonVoyage_03_blackhole_caption_03,選択肢2 ─ こっちの方がおすすめだが ─ 君を元いた宇宙に送り返す。
Brian_BonVoyage_03_blackhole_caption_04,従来の科学においては、宇宙間の移動は制御不能なものとされてきた。
Brian_BonVoyage_03_blackhole_caption_05,量子現象によってランダムに引き起こされるだけのものだったんだ。
Brian_BonVoyage_03_blackhole_caption_06,しかし最近になって、私は他の方法があることを知った。
Brian_BonVoyage_03_blackhole_caption_07,適切な状況下であれば、ブラックホールを使って意図的に次元を飛び越えることが可能なんだ。
Brian_BonVoyage_04_plan_caption_00,君の回復を待つ間、私はその計算に取り組んできた。
Brian_BonVoyage_04_plan_caption_01,波面インヒビターのファームウェアを調整すれば、君を帰らせることもできるだろう。
Brian_BonVoyage_04_plan_caption_02,私の望みはただ一つ。大変なことだろうと思うが、君がリアクターのコアまで無事に辿り着くことだ。
Brian_BonVoyage_04_plan_caption_03,私の心の奥底にある、優しさとでも言うべきだろうか。
Therus_BonVoyage_06_situation_caption_00,ブライアン、問題発生だ。
Brian_BonVoyage_05_situation_caption_00,良いタイミングとは言えないな、セラス。それで、どんな問題だ？
Therus_BonVoyage_07_camera_caption_00,カメラB-84のライブ映像を確認してくれ。
Brian_BonVoyage_06_cam_caption_00,オーケー。えー、B……84……。
Brian_BonVoyage_07_escapades_caption_00,なるほど、これは問題だ。
Brian_BonVoyage_07_escapades_caption_01,昨日の騒ぎが思った以上に注意を引いたのかもしれん。
Brian_BonVoyage_07_escapades_caption_02,あれはプランクのセキュリティ大隊だ。隊長は確か─
Brian_BonVoyage_08_officer13_caption_00,オフィサー13。
officer13_bonvoyage_00_brian_caption_00,ブライアン！ お気に入りの人間と話ができて嬉しいよ。
Brian_BonVoyage_09_crap_caption_00,冗談はよせ、サーティーン。どうやってここを見つけた？
officer13_bonvoyage_01_qr_caption_00,おいおい、ブライアン。俺たちの仕事はリアクターVIIで起きたことをすべて把握すること。そしてお前がいるのはリアクターVIIの中だ。
officer13_bonvoyage_01_qr_caption_01,それに……ほら。
Brian_BonVoyage_10_therusidea_caption_00,それはセラスのアイデアだ！
Therus_BonVoyage_08_idea_caption_00,俺じゃねぇ！
Brian_BonVoyage_11_therusoff_caption_00,セラス、通信を切れ！
Therus_BonVoyage_09_yessir_caption_00,イェッサー。
officer13_bonvoyage_02_friend_caption_00,ところでブライアン。その小さなお友達はどなたかな？ 新しい実験対象？
officer13_bonvoyage_02_friend_caption_01,もしかしてブライアンに無理やり？ もしそうなら瞬きを2回──
Brian_BonVoyage_12_help_caption_00,違う、違うぞ。そんなんじゃない！
Brian_BonVoyage_12_help_caption_01,彼女の力になろうとしている。人助けをしているんだ。
officer13_bonvoyage_03_character_caption_00,へぇ、珍しいこともあるんだな。
Brian_BonVoyage_13_heart_caption_00,心を入れ替えたのかもしれんよ、サーティーン。
officer13_bonvoyage_04_troops_caption_00,昨日、お友達と一緒になって殺した数十体のセキュリティ部隊にも同じことを言ってやれよ。
Brian_BonVoyage_14_defending_caption_00,あぁ、それは、殺すか殺されるかだったんだ。
Brian_BonVoyage_14_defending_caption_01,あれは正当防衛だった。
officer13_bonvoyage_05_threat_caption_00,お前はプランクの施設に侵入した。いいか、ブライアン。俺たちはお前の戯言に長年付き合わされてきた。
officer13_bonvoyage_05_threat_caption_01,だが、お前は犯罪者で、逃亡犯だ。昨日みたいな大がかりな襲撃を見逃すことはできん。
officer13_bonvoyage_05_threat_caption_02,今後、お前をリアクターの平和を公然と乱す存在とみなす。
Brian_BonVoyage_15_embarassing_caption_00,おっと、これは気まずいな。
officer13_bonvoyage_06_containment_caption_00,そうだな。悪いとは思うよ。
officer13_bonvoyage_06_containment_caption_01,さっさと済ませよう。収容部隊、この生命体を輸送車に乗せろ。
Brian_BonVoyage_18_saved_caption_00,あぁ！ 助かったぞ！
Brian_BonVoyage_18_1_justintime_caption_00,セラス！ ナイスタイミングだ！
Therus_BonVoyage_10_dramatic_caption_00,実はずっとそこで待ってたんだ。
Therus_BonVoyage_10_dramatic_caption_01,こういうのはドラマティックにいかないとな。
Brian_BonVoyage_19_follow_caption_00,それは大成功だったな。
Brian_BonVoyage_19_follow_caption_01,さぁ、時間はないぞ！
Brian_BonVoyage_19_follow_caption_02,これから君を送り出す。セラスが数分間はセキュリティの注意を逸してくれるだろう。
Brian_BonVoyage_19_follow_caption_03,ついてきなさい。リサイクルセンターに通じる秘密のトンネルがあって、そこから外に出られる。
officer13_bonvoyage_07_surrounded_caption_00,ブライアン、どこへ行くつもりだ？ 建物は既に包囲しているんだぞ。
Brian_BonVoyage_20_prompt_caption_00,来い！
Brian_BonVoyage_21_prompt2_caption_00,こっちだ、あまり時間がない。
Brian_BonVoyage_22_prompt3_caption_00,急げ！
Brian_BonVoyage_23_prompt4_caption_00,行くぞ、早くここから脱出しなければ。
officer13_bonvoyage_08_terran_caption_00,おぉ、ブライアン！ 今度ばかりは逃さないぞ。
officer13_bonvoyage_08_terran_caption_01,お前をエグゾバイオロジーに連れて行くのはやめて、やっぱりテラン・ユニオンでも引き渡してやろうか。
officer13_bonvoyage_08_terran_caption_02,お前がリアクターに隠れて生き延びていたと知ったら、連中はどんな顔をするだろうな？
Brian_BonVoyage_24_prison_caption_00,私を怖がらせようとしているだけだ。まぁ、なんだ、効果はゼロではないが。
Brian_BonVoyage_24_prison_caption_01,再び牢獄に入るつもりはない。前回は、プランクのために働くことを条件に救出してもらったんだ。
Brian_BonVoyage_24_prison_caption_02,今回はそんな情けをかけてはもらえないだろう。
Brian_BonVoyage_25_security_caption_00,心配いらない、私のセキュリティなら少しは持ちこたえられる。
Brian_BonVoyage_25_security_caption_01,手助けは無用だ、行こう。君をここから脱出させるのが優先だ。
Brian_BonVoyage_26_goodbye_caption_00,ここだ。この秘密の通路を抜ければ、リサイクルセンターの中に出られる。
Brian_BonVoyage_26_goodbye_caption_01,その先はトランジットシステムを使って下に降りていけば、最終的にコアへ辿り着ける。
Brian_BonVoyage_26_goodbye_caption_02,別の場所から君を案内できるようにする、が─
Brian_BonVoyage_26_goodbye_caption_03,ご覧の通り、私もトラブルに巻き込まれているんだ。
Brian_BonVoyage_26_goodbye_caption_04,いざという時に私の手助けを頼りにしてはいけないぞ。
Brian_BonVoyage_26_goodbye_caption_05,クォンタムリアクターは地球上で最も危険な場所だ。十分に覚悟して行きたまえ。
Brian_BonVoyage_26_goodbye_caption_06,それではな、グッドラック。
Brian_Datamast_01_HopIn_caption_00,よーし、よしよし。死なずに辿り着いたな。
Brian_Datamast_01_HopIn_caption_01,そら、回線を復旧しにいくんだ。乗れ！
Brian_Datamast_02_Liftoff_caption_00,行くぞ！ 3、2、1、発進！
Brian_Datamast_00_internet_caption_00,この洞窟はインターネットを地上から下層まで引っ張ってきているんだ。
Brian_Datamast_00_internet_caption_01,リアクターの外れにあるから、奴らに見つかる心配も少ない。
Brian_Datamast_00_internet_caption_02,ここに家を建てた理由でもある。
Brian_Datamast_00_internet_caption_03,普段は静かでいいところだ。
Brian_Datamast_00_internet_caption_04,もちろん、今日は違うがね。
Brian_Datamast_01_stop_caption_00,ここで降りてくれ！
Brian_Datamast_01_stop_caption_01,これ以上は近づけないが、尾根を少し歩けばすぐデータマストに着く。
Brian_Datamast_01_stop_caption_02,頼んだぞ！
Brian_Datamast_07_securityTeam_caption_00,いま、リアクターの通信ネットワークからメッセージを傍受した。
Brian_Datamast_07_securityTeam_caption_01,修復、収容チームが我々より先にマストに着いたようだ。
Brian_Datamast_07_securityTeam_caption_02,私が改造した痕跡を発見される訳にはいかない。君が奴らを排除するんだ。
Brian_Datamast_07_securityTeam_caption_03,こんなの朝飯前だろう！ 修復ドローンとスタンダードモデルのセキュリティボットが何台か、それにオフィサーが1台だけだ。
Brian_Datamast_Rescue_01_wtf_caption_00,何をしている！？ セントールと戦うなんて！
Brian_Datamast_Rescue_01_wtf_caption_01,あぁ、すまない。これは私のせいだな。
Brian_Datamast_Rescue_01_wtf_caption_02,データマストの件は、君の適性試験のようなものだった。
Brian_Datamast_Rescue_01_wtf_caption_03,奴らが増援を送るのを見て、急いで来たんだ。
Brian_Datamast_Rescue_01_wtf_caption_04,君が相当な怒りを買ったんだろう。さぁ、セントールが増援を─
Brian_Datamast_Rescue_02_backup_caption_00,セントールが増援を呼ぶ前に脱出するんだ。
Brian_Datamast_Rescue_02_backup_caption_01,くそ。
Brian_Datamast_Rescue_02_backup_caption_02,さぁ、時間がない。早く乗るんだ！
Brian_Datamast_Rescue_03_wasting_caption_00,時間がない！ 乗り込め！
Brian_Datamast_Rescue_04_minigun_caption_00,後ろに22mmのロータリーキャノンが置いてあるだろう。
Brian_Datamast_Rescue_04_minigun_caption_01,まぁ、いくらか古臭いが、それでも用は足りる。
Brian_Datamast_Rescue_04_minigun_caption_02,アジトに敵の支援機を寄せ付けないよう撃ち落とす「用」には十分だ。
Brian_Datamast_Rescue_05_contact_caption_00,ほら、コンタクトしたぞ。プランクのガンシップが後ろについている。
Brian_Datamast_Rescue_06_missiles_caption_00,ミサイルだ、気をつけろ！ 撃ち落とすんだ！
Brian_Datamast_Rescue_07_cockpit_caption_00,何をしている？！ 艦の後ろにつけ、馬鹿者！
Brian_Datamast_Rescue_07_cockpit_caption_01,こっちの手助けはいいから、後ろの奴らを撃ち落とせ！
Brian_Datamast_Rescue_08_cockpitB_caption_00,後ろの銃座に戻れ！
Brian_Datamast_Rescue_09_missilesHit_caption_00,まずい、被弾しすぎだ！ ミサイルを撃ち落としてくれ！
Brian_Datamast_Rescue_10_gunships_caption_00,ガンシップどもを撃ち落としてやれ！
Brian_Datamast_Rescue_11_windshield_caption_00,しまった、リアウィンドシールドが吹き飛んだ。これ以上は被弾できないぞ。
Brian_Datamast_Rescue_12_death_caption_00,くそ、エンジンが止まった。
Brian_Datamast_Rescue_13_ending_caption_00,ダメだ、左のエンジンが故障している。
Brian_Datamast_Rescue_13_ending_caption_01,アジトにはとても届かない、そろそろ墜落してしまう。
Brian_Datamast_Rescue_13_ending_caption_02,今なら少しでも軟着陸させられるかもしれない。
Brian_Datamast_Rescue_13_ending_caption_03,何かに掴まっていたほうがいいぞ。
Brian_Datamast_Rescue_14_splashCountdown_caption_00,よし……着水するぞ。3……2……1……
Brian_Datamast_Rescue_15_waterBrianFirst_caption_00,潜水は楽しかったかね。BAMMで呼吸できる君と違って、私は命がけで泳いだんだぞ？
Brian_Datamast_Rescue_15_waterBrianFirst_caption_01,私の分も用意するべきだったな。まぁ、危険なプロトタイプの間はやめておくか。
Brian_Datamast_Rescue_15_waterBrianFirst_caption_02,おいおい、そんな目で見るんじゃない！ まだ死なずに済んでるだろう？
Brian_Datamast_Rescue_15_waterBrianFirst_caption_03,それに、科学の発展に貢献できているんだぞ。
Brian_Datamast_Rescue_16_waterSameTime_caption_00,ふぅ！ いくらか楽しめたな。
Brian_Datamast_Rescue_16_waterSameTime_caption_01,二人とも死なずに済んだ。これは実質、勝利と言っていい。
Brian_Datamast_Rescue_17_waterBrianSecond_caption_00,おいおい、よくも置いてけぼりにしてくれたな。
Brian_Datamast_Rescue_17_waterBrianSecond_caption_01,まぁ、アイアンチャブ号の緊急対応ハンドブックにも「自分の身は自分で守る」としか書いてないからな。
Brian_Datamast_Rescue_17_waterBrianSecond_caption_02,君はそれに従ったに過ぎない。
Brian_Datamast_Rescue_17_waterBrianSecond_caption_03,しかし、サンダルが脱げないように泳ぐのは大変だった。
Brian_Datamast_Rescue_19_gohome_caption_00,岸まで泳いで、アジトまでは歩いていくぞ。
Brian_Datamast_Rescue_19_gohome_caption_01,君をゲストルームに案内しよう。君を閉じ込めていた牢屋よりは一歩前進だ。
Brian_Datamast_Rescue_19_gohome_caption_02,私の人生から君という存在を早く追い出したいんだ。
Brian_Datamast_Rescue_19_gohome_caption_03,明日……次の段取りについて話そう。
Therus_GrandTour_01_Greetings_caption_00,来たな。俺はセラス。ブライアンのアシスタントをしてる。
Therus_GrandTour_01_Greetings_caption_01,肩書としては秘書ってところかな。
Therus_GrandTour_01_Greetings_caption_02,あぁ、そりゃ気になるよな。そう、確かに俺はリアクターのセキュリティドローンに似てる。
Therus_GrandTour_01_Greetings_caption_03,だけど心配無用だぜ。なんせ改心したからな。
Therus_GrandTour_01_Greetings_caption_04,ブライアンが俺たちを回収して、自由意志や共感性、それにロボットっぽくない声を組み込んでくれたんだ。
Therus_GrandTour_01_Greetings_caption_05,あんたを撃つことはない。見てろ、ブライアンは銃に安全装置を追加してくれて─
Therus_GrandTour_02_Startle_caption_00,しまった！
Therus_GrandTour_02_Startle_caption_01,訂正。安全装置を追加した「って言ってた」だ。すまない。
Therus_GrandTour_02_Startle_caption_02,重要なのは、ここはプランクのセキュリティが及ばない安全な場所だってことだ。
Therus_GrandTour_02_Startle_caption_03,このアジトは、リアクター内の閑静な一角にある。
Therus_GrandTour_02_Startle_caption_04,さぁ、行こうぜ。ツアーガイドの役を仰せつかってるんだ！
Therus_GrandTour_03_Security_caption_00,聞いたぜ、あんたクォンタムリアクターの上5階層を一人で突破したんだってな。すげーよ。
Therus_GrandTour_03_Security_caption_01,だけど警告しておくぞ。下層のセキュリティは遥かに厳重なんだ。
Therus_GrandTour_03_Security_caption_02,しかも、コアに近づくほど戦争地帯みたいになっていく。
Therus_GrandTour_03_Security_caption_03,暇なときでも1日に数百のエイリアンがやってくるんだ。
Therus_GrandTour_03_Security_caption_04,あんたが戦ってきたロボットなんか、子どもの玩具みたいに見えてくるだろうよ。
Therus_GrandTour_04_Freezers_caption_00,あぁ、こいつはブライアンの長年に渡る実験ってやつだ。
Therus_GrandTour_04_Freezers_caption_01,ブライアンは、リアクターが引き寄せる生命体のことを研究しているんだ。
Therus_GrandTour_04_Freezers_caption_02,幸い、あんたの宇宙のこともよく知ってるんだ。それに、あんたがこの宇宙における人間と遺伝的にほぼ同一であることも。
Therus_GrandTour_04_Freezers_caption_03,さもなければ今ごろ、冷凍庫送りだったかもしれないな。
Sylvia_GrandTour_01_ooo_caption_00,あらあら、セラス。そちらが例の？
Therus_GrandTour_05_Sylvia_caption_00,違うよ、シルヴィア。彼女はヴェトス-4から来た別の人間だ。
Sylvia_GrandTour_02_fall_caption_00,もう、ごちゃごちゃ言わないの。
Sylvia_GrandTour_02_fall_caption_01,それで、エレベーターが故障して地上からリサイクルセンターまで落ちてきたって本当？
Therus_GrandTour_06_brianFound_caption_00,あぁ。ベルトコンベアで溶鉱炉に運ばれていくのをブライアンが見つけたんだ。
Therus_GrandTour_06_brianFound_caption_01,頭蓋骨は割れてたし、脚はほとんどゼリー状だし、腕なんか6メートルも先に落ちてたんだぜ。
Sylvia_GrandTour_03_nervemap_caption_00,ひどい。だけど、今はだいぶ良くなったように見える。
Sylvia_GrandTour_03_nervemap_caption_01,そうだわ、セラス。頼んでたエーテルバックの神経地図はレオからもらえた？
Therus_GrandTour_07_Transfer_caption_00,おっと、ここにある。転送するよ。
Therus_GrandTour_07_Transfer_caption_01,あー、それとレオから、あまり乱暴に扱わないであげてほしいってさ。
Sylvia_GrandTour_04_torture_caption_00,もう、拷問しないと彼らとコミュニケーションもできないこと、レオも知ってるはずでしょ？
Sylvia_GrandTour_04_torture_caption_01,エーテルバックは、私たちが見つけた中でもかなり攻撃的な知性体なの。
Therus_GrandTour_08_Aggressive_caption_00,そう、仕方ないさ。
Therus_GrandTour_08_Aggressive_caption_01,あそこまで攻撃的じゃなければ、いくらでもやりようはあるんだけどな。
Sylvia_GrandTour_05_suffer_caption_00,そうなのよ。拷問が効くのも確かだし、有機生命体をいたぶるのも楽しいけどね。
Sylvia_GrandTour_05_suffer_caption_01,えっと、悪気はなかったの。
Therus_GrandTour_09_getgoing_caption_00,あー、そろそろ行くか。
Therus_GrandTour_09_getgoing_caption_01,シルヴィア、会えてよかったよ。今日もクールアンドビューティーだね。
Sylvia_GrandTour_06_bye_caption_00,はいはい。またね、セラス。
Therus_GrandTour_10_WeaponTable_caption_00,ほら、あそこのテーブルだ！ あなたの武器はこちらにございます。
Therus_GrandTour_10_WeaponTable_caption_01,こいつはとんでもなく役に立つぞ、もしかしたらこれ1本で全部済むかもしれないくらいな！
Therus_GrandTour_11_Crowbar_caption_00,おいおい、このガラクタはなんなんだよ。
Therus_GrandTour_11_Crowbar_caption_01,ふざけんなよ！ ハイテク施設で危険なエイリアンと戦うのにバールを持つやつがいるかよ。
Therus_GrandTour_11_Crowbar_caption_02,馬鹿にしてるな。
Therus_GrandTour_12_Ionizer_caption_00,ほら、最新式のトリプルポイント・プラズマコンデンサーだ！
Therus_GrandTour_12_Ionizer_caption_01,水上のターゲットを撃ってみろって！
Therus_GrandTour_13_goodjob_caption_00,いいね。俺の兄弟だってあっという間にぶち壊せるな。
Therus_GrandTour_13_goodjob_caption_01,さて、暴力の時間はここまでだな。
Therus_GrandTour_13_goodjob_caption_02,次に行こう。なんせ全部見て回るのに3時間は─
Therus_GrandTour_14_Earthquake_caption_00,こんな予定はないんだけどな。今のは何なんだ。
brian_GrandTour_04_uthere_caption_00,セラス、いるか？ 応答してくれ。
Therus_GrandTour_15_what_caption_00,ここにいるよ。今のは一体なんなんだ？
brian_GrandTour_05_cycle_caption_00,どうやらコアのサイクルによるもののようだ。ここまで酷いのは何ヶ月ぶりかな。
brian_GrandTour_05_cycle_caption_01,地震というのが気がかりだが、今までにもなかった訳じゃない。
brian_GrandTour_05_cycle_caption_02,標準封鎖処置を始めるから、今はそこにいてくれ。招かれざる客を応対する準備もしておくように。
Therus_GrandTour_16_roger_caption_00,了解。
brian_GrandTour_06_crap_caption_00,あぁ、畜生、畜生、畜生、ちくしょう、チクショウ。
Therus_GrandTour_17_what_caption_00,ブライアン、どうなってるんだ？
brian_GrandTour_07_network_caption_00,今回は地震の被害が急激に拡大している。
brian_GrandTour_07_network_caption_01,エレベーターシャフトがいくつか崩落した。
brian_GrandTour_07_network_caption_02,ネットワークもダウンしている。被害を調べるために、すぐにでもネット回線を復旧しなくちゃならん。
brian_GrandTour_07_network_caption_03,お嬢さん、ハンガーで合流してデータマストの復旧に向かうぞ。
Therus_GrandTour_18_datamast_caption_00,データマスト？
brian_GrandTour_08_datamast_caption_00,そうだ、セラス。データマストだ。
Therus_GrandTour_19_why_caption_00,一体なんで─
brian_GrandTour_09_datamast_caption_00,データマストに行かなくちゃならんのだ、セラス！ 
Therus_GrandTour_20_hangar_caption_00,はぁ、了解。ハンガーへのルートは確保されてるのか？
brian_GrandTour_10_quarantine_caption_00,ロボットは連絡通路を通れるが、人間が通れるルートはセクター4しかない。
brian_GrandTour_10_quarantine_caption_01,そして、あそこは隔離区画になっている。
Therus_GrandTour_21_quarantine_caption_00,なるほどね。よし、聞いてくれよ。つまり戦闘は避けられないってことだ。
Therus_GrandTour_21_quarantine_caption_01,そんなに気負わなくてもいいが、ここで学んだことを活かしてくれることを願うよ。
Therus_GrandTour_21_quarantine_caption_02,俺が障壁を開けるから、あんたはそこから行ってくれ。
Therus_GrandTour_21_quarantine_caption_03,セクターが封鎖されてるから、通信はできなくなる。
Therus_GrandTour_21_quarantine_caption_04,周りの表示に従ってハンガーに向かってくれよな。よし、ついてこい。
Therus_GrandTour_22_byebye_caption_00,向こうで落ち合おう。気をつけて進むんだぞ。
Therus_Quarantine_01_Greeting_caption_00,わかってるよブライアン。だけど、まだ生きてるならとっくに着いてるはずだって。
Therus_Quarantine_01_Greeting_caption_01,あぁ、ナニーの話もわかる。だけどあいつは完全にイカれてやがる。あんなの──
Therus_Quarantine_01_Greeting_caption_02,おーっと、よう！
Therus_Quarantine_01_Greeting_caption_03,シッ！ 彼女が来たんだ！ 大丈夫だから静かにしててくれ。
Therus_Quarantine_01_Greeting_caption_04,無事に着いたんだな。あんたなら大丈夫だと思ってたよ！
Therus_Quarantine_01_Greeting_caption_05,ほら、ブライアンがネット回線を復旧したがってる。さぁ……行こうぜ。
Therus_Reaction_Excuse_caption_00,ごめんよ。
Therus_Reaction_Hey_caption_00,おい！
Therus_Reaction_Ouch_caption_00,いて。
Therus_RecyclingCenter_00_hey_caption_00,シッ、聞こえるか？ セラスだよ！
Therus_RecyclingCenter_01_weird_caption_00,元気だったか？ まぁそれはいいや。
Therus_RecyclingCenter_01_weird_caption_01,聞いてくれ、俺はいま危険を顧みずにあんたと通話してる。何か……おかしなことが起こってるんだ。
Therus_RecyclingCenter_01_weird_caption_02,どうも、俺が知ってる連中全員があんたをリアクターコアへ行かせたがってる。
Therus_RecyclingCenter_02_nani_caption_00,そもそもはナニーって奴が、あんたを助けるようブライアンに指示したんだ。
Therus_RecyclingCenter_02_nani_caption_01,気を悪くしないで欲しいんだが、あんたは偶然出会っただけのエイリアンだ。それをブライアンが理由もなく手助けするなんてあり得ない。
Therus_RecyclingCenter_02_nani_caption_02,そんなことをする性分じゃないんだ……。
Therus_RecyclingCenter_03_playalong_caption_00,もう少し調べてみるから、今のところは従うふりをしていてくれ。
Therus_RecyclingCenter_03_playalong_caption_01,俺と連絡しても気付かれないように、あんたのBAMMのファームウェアを更新しておく。
brian_rebirth_00_awake_caption_00,お、目が覚めたか。
brian_rebirth_00_awake_caption_01,あと1週間はかかると思っていたが、ナノマシンがすぐ効いたようだ。
brian_rebirth_00_awake_caption_02,私はブライアン。ようこそ、我が家へ。
brian_rebirth_00_awake_caption_03,あの事故の後、君をここへ連れてきたんだ。
brian_rebirth_00_awake_caption_04,ところで、脳の調子はどうだ？ 記憶の欠如はないか？
brian_rebirth_01_recap_caption_00,どこから話したものだろうか……。
brian_rebirth_01_recap_caption_01,ここはクォンタムリアクターVII。広大な地下発電所だ。
brian_rebirth_01_recap_caption_02,クォンタムエネルギーの主な副作用は、並行宇宙からエイリアンを引き寄せてしまうことだ。
brian_rebirth_01_recap_caption_03,君も数ヶ月前にそういった宇宙の一つからやってきた存在だ。
brian_rebirth_01_recap_caption_04,愚かにもリアクターからの脱出を試みた君は上5階層のセキュリティドローンたちを力づくで突破しようとしたが、
brian_rebirth_01_recap_caption_05,私の、友人……であるジェントルハンドがそれを阻止。おかげで、君のその空っぽの頭が引き起こした収容違反に対する軌道爆撃は免れた訳だ。
brian_rebirth_01_recap_caption_06,ジェントルハンドが予防措置として君をエレベーターシャフトに落とした結果、まぁ、ここに至るということだ。
brian_rebirth_01_recap_caption_07,ここまでは憶えているかね？ そうか、よかった。
brian_rebirth_02_norecap_caption_00,そうか、それならいい。
brian_rebirth_03_bamm_caption_00,そういえば、君は私の古い時空マニピュレータを持っていたね。
brian_rebirth_03_bamm_caption_01,私が死を偽装するために使ったものだが、君はそれを死体から拝借していったのか。大した度胸をしているな。
brian_rebirth_03_bamm_caption_02,これのおかげで今まで生き延びていられたんだろう。そこで、もっと新しいツールを君に用意しておいた。
brian_rebirth_03_bamm_caption_03,バイオメトリック・アームマウント・マルチツール、BAMMだ。
brian_rebirth_03_bamm_caption_04,医療システム、磁気ストレージ、弾薬合成を含むオールインワン・ウェアラブルデバイスだ。きっと役に立つだろう。
brian_rebirth_04_gottago_caption_00,くそ、タイミングが悪いな。
brian_rebirth_04_gottago_caption_01,少し用事ができた。
brian_rebirth_04_gottago_caption_02,BAMMの設定が終わったら、アシスタントのセラスのところへ行きなさい。
brian_rebirth_04_gottago_caption_03,我が家のツアーガイドをしてくれるだろう。
brian_rebirth_04_gottago_caption_04,ようこそ、ブライアン・インダストリーズへ。
Brian_RecyclingCenter_00_flee_caption_00,心配したかね？ 私はまだ死なずに済んでいる。
Brian_RecyclingCenter_00_flee_caption_01,しばらくはアジトに戻れないが、まぁいいだろう。
Brian_RecyclingCenter_00_flee_caption_02,数日もすれば、セキュリティの連中はあの衝突のことを忘れてしまうさ。
Brian_RecyclingCenter_00_flee_caption_03,なぜなら、過去48時間の記録を消去するウィルスをメインフレームに仕掛けたからな。
Brian_RecyclingCenter_00_flee_caption_04,君の方は無事にリサイクルセンターに辿り着いたようだな。
Brian_RecyclingCenter_00_flee_caption_05,輸送システムに向かうといい。コアへ行くにはそれが一番早いからな。
Brian_RecyclingCenter_00_flee_caption_06,周りに案内表示があるだろうが、とにかく下へ進むだけでいいぞ。
Brian_RecyclingCenter_00_flee_caption_07,わかったかね？ よろしい。
Brian_RecyclingCenter_01_alien_caption_00,やぁ、連絡が遅れてすまない。セキュリティからアジトを奪還するのに忙しかったんだ。
Brian_RecyclingCenter_01_alien_caption_01,ありがたいことに、奥まで侵入されずに済んだ。
Brian_RecyclingCenter_01_alien_caption_02,あの程度のことは初めてではないし、今後も発生するだろう。
Brian_RecyclingCenter_01_alien_caption_03,とにかく、リサイクルセンターのほぼ最下部まで降りられたのか。良いニュースだ！
Brian_RecyclingCenter_01_alien_caption_04,ただ、良くないニュースもあってな。セキュリティの話によると、その辺りには脱走した危険なエイリアンがいるらしい。
Brian_RecyclingCenter_01_alien_caption_05,君以外の、エイリアンだ。
Brian_RecyclingCenter_01_alien_caption_06,気を付けるように……わかったかね？ よろしい。
Brian_RecyclingCenter_01_alien_caption_07,おい、セラス。倉庫から磁気輸送カートを20台運んできてくれるか？
Brian_RecyclingCenter_01_alien_caption_08,セラス？
Brian_RecyclingCenter_01_alien_caption_09,くそ。セラスは何をしてるんだ。何時間も連絡がつかないままだ。
Brian_RecyclingCenter_01_alien_caption_10,もう切るぞ。ロボット数百体分の残骸を処分しなくてはならん。
Brian_RecyclingCenter_01_alien_caption_11,例の巨大で危険なエイリアンに気を付けるように。以上だ。
Brian_RecyclingCenter_02_containing_caption_00,なるほど、ここがエイリアンを収容していた場所という訳か。
Brian_RecyclingCenter_02_containing_caption_01,悪い予感がする。エグゾバイオロジーに移管されなかったのは、それが危険すぎると判断されたのだろう。
Brian_RecyclingCenter_03_igneosaur_caption_00,ふむ、悪い予感は当たったようだ。
Brian_RecyclingCenter_03_igneosaur_caption_01,あれは若いイグニオザウルスだ。ケイ素がベースの非常に危険な生物で、マグマの中に生息している。
Brian_RecyclingCenter_03_igneosaur_caption_02,珍しい生物だが、リアクターに出現すると厄介なことになる。
Brian_RecyclingCenter_04_geothermal_caption_00,あぁ、地熱地帯のアウトポストか！
Brian_RecyclingCenter_04_geothermal_caption_01,以前に一度、行ったことがある。輸送システムに直行するエレベーターがあったはずだ。
Brian_RecyclingCenter_05_detour_caption_00,"Oh, there we go. Lost my connection with you for a few minutes."
Brian_RecyclingCenter_05_detour_caption_01,Must have been the magma interfering.
Brian_RecyclingCenter_05_detour_caption_02,"Speaking of magma, uh, this elevator shaft seems to be full of the stuff."
Brian_RecyclingCenter_05_detour_caption_03,That is unfortunate.
Brian_RecyclingCenter_05_detour_caption_04,"It’s ok, quick detour, you’re super close to the transit system. "
Brian_RecyclingCenter_06_dead_caption_00,"That thing is not dead, you’ve just pissed it off."
Brian_RecyclingCenter_06_dead_caption_01,Try to get out of here while you can!
Brian_RecyclingCenter_07_toldyou_caption_00, I told you! I told you! Not dead!
Brian_RecyclingCenter_07_toldyou_caption_01,"Keep going, get to higher ground! "
Brian_RecyclingCenter_08_specimen_caption_00,"Excellent. That should keep it quiet, for the time being."
Brian_RecyclingCenter_08_specimen_caption_01,"A great specimen, wish I could bring it in for study. "
