key,ja
Therus_GrandTour_02_Startle_caption_01,訂正。安全装置を追加した「って言ってた」だ。すまない。
Therus_GrandTour_02_Startle_caption_02,重要なのは、ここはプランクのセキュリティが及ばない安全な場所だってことだ。
Therus_GrandTour_02_Startle_caption_03,このアジトは、リアクター内の閑静な一角にある。
Therus_GrandTour_02_Startle_caption_04,さぁ、行こうぜ。ツアーガイドの役を仰せつかってるんだ！
Therus_GrandTour_03_Security_caption_00,聞いたぜ、あんたクォンタムリアクターの上5階層を一人で突破したんだってな。すげーよ。
Therus_GrandTour_03_Security_caption_01,だけど警告しておくぞ。下層のセキュリティは遥かに厳重なんだ。
Therus_GrandTour_03_Security_caption_02,しかも、コアに近づくほど戦争地帯みたいになっていく。
Therus_GrandTour_03_Security_caption_03,暇なときでも1日に数百のエイリアンがやってくるんだ。
Therus_GrandTour_03_Security_caption_04,あんたが戦ってきたロボットなんか、子どもの玩具みたいに見えてくるだろうよ。
Therus_GrandTour_04_Freezers_caption_00,あぁ、こいつはブライアンの長年に渡る実験ってやつだ。
Therus_GrandTour_04_Freezers_caption_01,ブライアンは、リアクターが引き寄せる生命体のことを研究しているんだ。
Therus_GrandTour_04_Freezers_caption_02,幸い、あんたの宇宙のこともよく知ってるんだ。それに、あんたがこの宇宙における人間と遺伝的にほぼ同一であることも。
Therus_GrandTour_04_Freezers_caption_03,さもなければ今ごろ、冷凍庫送りだったかもしれないな。
Sylvia_GrandTour_01_ooo_caption_00,あらあら、セラス。そちらが例の？
Therus_GrandTour_05_Sylvia_caption_00,違うよ、シルヴィア。彼女はヴェトス-4から来た別の人間だ。
Sylvia_GrandTour_02_fall_caption_00,もう、ごちゃごちゃ言わないの。
Sylvia_GrandTour_02_fall_caption_01,それで、エレベーターが故障して地上からリサイクルセンターまで落ちてきたって本当？
Therus_GrandTour_06_brianFound_caption_00,あぁ。ベルトコンベアで溶鉱炉に運ばれていくのをブライアンが見つけたんだ。
Therus_GrandTour_06_brianFound_caption_01,頭蓋骨は割れてたし、脚はほとんどゼリー状だし、腕なんか6メートルも先に落ちてたんだぜ。
Sylvia_GrandTour_03_nervemap_caption_00,ひどい。だけど、今はだいぶ良くなったように見える。
Sylvia_GrandTour_03_nervemap_caption_01,そうだわ、セラス。頼んでたエーテルバックの神経地図はレオからもらえた？
Therus_GrandTour_07_Transfer_caption_00,おっと、ここにある。転送するよ。
Therus_GrandTour_07_Transfer_caption_01,あー、それとレオから、あまり乱暴に扱わないであげてほしいってさ。
Sylvia_GrandTour_04_torture_caption_00,もう、拷問しないと彼らとコミュニケーションもできないこと、レオも知ってるはずでしょ？
Sylvia_GrandTour_04_torture_caption_01,エーテルバックは、私たちが見つけた中でもかなり攻撃的な知性体なの。
Therus_GrandTour_08_Aggressive_caption_00,そう、仕方ないさ。
Therus_GrandTour_08_Aggressive_caption_01,あそこまで攻撃的じゃなければ、いくらでもやりようはあるんだけどな。
Sylvia_GrandTour_05_suffer_caption_00,そうなのよ。拷問が効くのも確かだし、有機生命体をいたぶるのも楽しいけどね。
Sylvia_GrandTour_05_suffer_caption_01,えっと、悪気はなかったの。
Therus_GrandTour_09_getgoing_caption_00,あー、そろそろ行くか。
Therus_GrandTour_09_getgoing_caption_01,シルヴィア、会えてよかったよ。今日もクールアンドビューティーだね。
Sylvia_GrandTour_06_bye_caption_00,はいはい。またね、セラス。
Therus_GrandTour_10_WeaponTable_caption_00,ほら、あそこのテーブルだ！ あなたの武器はこちらにございます。
Therus_GrandTour_10_WeaponTable_caption_01,こいつはとんでもなく役に立つぞ、もしかしたらこれ1本で全部済むかもしれないくらいな！
Therus_GrandTour_11_Crowbar_caption_00,おいおい、このガラクタはなんなんだよ。
Therus_GrandTour_11_Crowbar_caption_01,ふざけんなよ！ ハイテク施設で危険なエイリアンと戦うのにバールを持つやつがいるかよ。
Therus_GrandTour_11_Crowbar_caption_02,馬鹿にしてるな。
Therus_GrandTour_12_Ionizer_caption_00,ほら、最新式のトリプルポイント・プラズマコンデンサーだ！
Therus_GrandTour_12_Ionizer_caption_01,水上のターゲットを撃ってみろって！
Therus_GrandTour_13_goodjob_caption_00,いいね。俺の兄弟だってあっという間にぶち壊せるな。
Therus_GrandTour_13_goodjob_caption_01,さて、暴力の時間はここまでだな。
Therus_GrandTour_13_goodjob_caption_02,次に行こう。なんせ全部見て回るのに3時間は─
Therus_GrandTour_14_Earthquake_caption_00,こんな予定はないんだけどな。今のは何なんだ。
brian_GrandTour_04_uthere_caption_00,セラス、いるか？ 応答してくれ。
Therus_GrandTour_15_what_caption_00,ここにいるよ。今のは一体なんなんだ？
brian_GrandTour_05_cycle_caption_00,どうやらコアのサイクルによるもののようだ。ここまで酷いのは何ヶ月ぶりかな。
brian_GrandTour_05_cycle_caption_01,地震というのが気がかりだが、今までにもなかった訳じゃない。
brian_GrandTour_05_cycle_caption_02,標準封鎖処置を始めるから、今はそこにいてくれ。招かれざる客を応対する準備もしておくように。
Therus_GrandTour_16_roger_caption_00,了解。
brian_GrandTour_06_crap_caption_00,あぁ、畜生、畜生、畜生、ちくしょう、チクショウ。
Therus_GrandTour_17_what_caption_00,ブライアン、どうなってるんだ？
brian_GrandTour_07_network_caption_00,今回は地震の被害が急激に拡大している。
brian_GrandTour_07_network_caption_01,エレベーターシャフトがいくつか崩落した。
brian_GrandTour_07_network_caption_02,ネットワークもダウンしている。被害を調べるために、すぐにでもネット回線を復旧しなくちゃならん。
brian_GrandTour_07_network_caption_03,お嬢さん、ハンガーで合流してデータマストの復旧に向かうぞ。
Therus_GrandTour_18_datamast_caption_00,データマスト？
brian_GrandTour_08_datamast_caption_00,そうだ、セラス。データマストだ。
Therus_GrandTour_19_why_caption_00,一体なんで─
brian_GrandTour_09_datamast_caption_00,データマストに行かなくちゃならんのだ、セラス！ 
Therus_GrandTour_20_hangar_caption_00,はぁ、了解。ハンガーへのルートは確保されてるのか？
brian_GrandTour_10_quarantine_caption_00,ロボットは連絡通路を通れるが、人間が通れるルートはセクター4しかない。
brian_GrandTour_10_quarantine_caption_01,そして、あそこは隔離区画になっている。
Therus_GrandTour_21_quarantine_caption_00,なるほどね。よし、聞いてくれよ。つまり戦闘は避けられないってことだ。
Therus_GrandTour_21_quarantine_caption_01,そんなに気負わなくてもいいが、ここで学んだことを活かしてくれることを願うよ。
Therus_GrandTour_21_quarantine_caption_02,俺が障壁を開けるから、あんたはそこから行ってくれ。
Therus_GrandTour_21_quarantine_caption_03,セクターが封鎖されてるから、通信はできなくなる。
Therus_GrandTour_21_quarantine_caption_04,周りの表示に従ってハンガーに向かってくれよな。よし、ついてこい。
Therus_GrandTour_22_byebye_caption_00,向こうで落ち合おう。気をつけて進むんだぞ。
Therus_Quarantine_01_Greeting_caption_00,わかってるよブライアン。だけど、まだ生きてるならとっくに着いてるはずだって。
Therus_Quarantine_01_Greeting_caption_01,あぁ、ナニーの話もわかる。だけどあいつは完全にイカれてやがる。あんなの──
Therus_Quarantine_01_Greeting_caption_02,おーっと、よう！
Therus_Quarantine_01_Greeting_caption_03,シッ！ 彼女が来たんだ！ 大丈夫だから静かにしててくれ。
Therus_Quarantine_01_Greeting_caption_04,無事に着いたんだな。あんたなら大丈夫だと思ってたよ！
Therus_Quarantine_01_Greeting_caption_05,ほら、ブライアンがネット回線を復旧したがってる。さぁ……行こうぜ。
Therus_Reaction_Excuse_caption_00,ごめんよ。
Therus_Reaction_Hey_caption_00,おい！
Therus_Reaction_Ouch_caption_00,いて。
Therus_RecyclingCenter_00_hey_caption_00,シッ、聞こえるか？ セラスだよ！
Therus_RecyclingCenter_01_weird_caption_00,元気だったか？ まぁそれはいいや。
Therus_RecyclingCenter_01_weird_caption_01,聞いてくれ、俺はいま危険を顧みずにあんたと通話してる。何か……おかしなことが起こってるんだ。
Therus_RecyclingCenter_01_weird_caption_02,どうも、俺が知ってる連中全員があんたをリアクターコアへ行かせたがってる。
Therus_RecyclingCenter_02_nani_caption_00,そもそもはナニーって奴が、あんたを助けるようブライアンに指示したんだ。
Therus_RecyclingCenter_02_nani_caption_01,気を悪くしないで欲しいんだが、あんたは偶然出会っただけのエイリアンだ。それをブライアンが理由もなく手助けするなんてあり得ない。
Therus_RecyclingCenter_02_nani_caption_02,そんなことをする性分じゃないんだ……。
Therus_RecyclingCenter_03_playalong_caption_00,もう少し調べてみるから、今のところは従うふりをしていてくれ。
Therus_RecyclingCenter_03_playalong_caption_01,俺と連絡しても気付かれないように、あんたのBAMMのファームウェアを更新しておく。
brian_rebirth_00_awake_caption_00,お、目が覚めたか。
brian_rebirth_00_awake_caption_01,あと1週間はかかると思っていたが、ナノマシンがすぐ効いたようだ。
brian_rebirth_00_awake_caption_02,私はブライアン。ようこそ、我が家へ。
brian_rebirth_00_awake_caption_03,あの事故の後、君をここへ連れてきたんだ。
brian_rebirth_00_awake_caption_04,ところで、脳の調子はどうだ？ 記憶の欠如はないか？
brian_rebirth_01_recap_caption_00,どこから話したものだろうか……。
brian_rebirth_01_recap_caption_01,ここはクォンタムリアクターVII。広大な地下発電所だ。
brian_rebirth_01_recap_caption_02,クォンタムエネルギーの主な副作用は、並行宇宙からエイリアンを引き寄せてしまうことだ。
brian_rebirth_01_recap_caption_03,君も数ヶ月前にそういった宇宙の一つからやってきた存在だ。
brian_rebirth_01_recap_caption_04,愚かにもリアクターからの脱出を試みた君は上5階層のセキュリティドローンたちを力づくで突破しようとしたが、
brian_rebirth_01_recap_caption_05,私の、友人……であるジェントルハンドがそれを阻止。おかげで、君のその空っぽの頭が引き起こした収容違反に対する軌道爆撃は免れた訳だ。
brian_rebirth_01_recap_caption_06,ジェントルハンドが予防措置として君をエレベーターシャフトに落とした結果、まぁ、ここに至るということだ。
brian_rebirth_01_recap_caption_07,ここまでは憶えているかね？ そうか、よかった。
brian_rebirth_02_norecap_caption_00,そうか、それならいい。
brian_rebirth_03_bamm_caption_00,そういえば、君は私の古い時空マニピュレータを持っていたね。
brian_rebirth_03_bamm_caption_01,私が死を偽装するために使ったものだが、君はそれを死体から拝借していったのか。大した度胸をしているな。
brian_rebirth_03_bamm_caption_02,これのおかげで今まで生き延びていられたんだろう。そこで、もっと新しいツールを君に用意しておいた。
brian_rebirth_03_bamm_caption_03,バイオメトリック・アームマウント・マルチツール、BAMMだ。
brian_rebirth_03_bamm_caption_04,医療システム、磁気ストレージ、弾薬合成を含むオールインワン・ウェアラブルデバイスだ。きっと役に立つだろう。
brian_rebirth_04_gottago_caption_00,くそ、タイミングが悪いな。
brian_rebirth_04_gottago_caption_01,少し用事ができた。
brian_rebirth_04_gottago_caption_02,BAMMの設定が終わったら、アシスタントのセラスのところへ行きなさい。
brian_rebirth_04_gottago_caption_03,我が家のツアーガイドをしてくれるだろう。
brian_rebirth_04_gottago_caption_04,ようこそ、ブライアン・インダストリーズへ。
Brian_RecyclingCenter_00_flee_caption_00,心配したかね？ 私はまだ死なずに済んでいる。
Brian_RecyclingCenter_00_flee_caption_01,しばらくはアジトに戻れないが、まぁいいだろう。
Brian_RecyclingCenter_00_flee_caption_02,数日もすれば、セキュリティの連中はあの衝突のことを忘れてしまうさ。
Brian_RecyclingCenter_00_flee_caption_03,なぜなら、過去48時間の記録を消去するウィルスをメインフレームに仕掛けたからな。
Brian_RecyclingCenter_00_flee_caption_04,君の方は無事にリサイクルセンターに辿り着いたようだな。
Brian_RecyclingCenter_00_flee_caption_05,輸送システムに向かうといい。コアへ行くにはそれが一番早いからな。
Brian_RecyclingCenter_00_flee_caption_06,周りに案内表示があるだろうが、とにかく下へ進むだけでいいぞ。
Brian_RecyclingCenter_00_flee_caption_07,わかったかね？ よろしい。
Brian_RecyclingCenter_01_alien_caption_00,やぁ、連絡が遅れてすまない。セキュリティからアジトを奪還するのに忙しかったんだ。
Brian_RecyclingCenter_01_alien_caption_01,ありがたいことに、奥まで侵入されずに済んだ。
Brian_RecyclingCenter_01_alien_caption_02,あの程度のことは初めてではないし、今後も発生するだろう。
Brian_RecyclingCenter_01_alien_caption_03,とにかく、リサイクルセンターのほぼ最下部まで降りられたのか。良いニュースだ！
Brian_RecyclingCenter_01_alien_caption_04,ただ、良くないニュースもあってな。セキュリティの話によると、その辺りには脱走した危険なエイリアンがいるらしい。
Brian_RecyclingCenter_01_alien_caption_05,君以外の、エイリアンだ。
Brian_RecyclingCenter_01_alien_caption_06,気を付けるように……わかったかね？ よろしい。
Brian_RecyclingCenter_01_alien_caption_07,おい、セラス。倉庫から磁気輸送カートを20台運んできてくれるか？
Brian_RecyclingCenter_01_alien_caption_08,セラス？
Brian_RecyclingCenter_01_alien_caption_09,くそ。セラスは何をしてるんだ。何時間も連絡がつかないままだ。
Brian_RecyclingCenter_01_alien_caption_10,もう切るぞ。ロボット数百体分の残骸を処分しなくてはならん。
Brian_RecyclingCenter_01_alien_caption_11,例の巨大で危険なエイリアンに気を付けるように。以上だ。
Brian_RecyclingCenter_02_containing_caption_00,なるほど、ここがエイリアンを収容していた場所という訳か。
Brian_RecyclingCenter_02_containing_caption_01,悪い予感がする。エクソバイオロジーに移管されなかったのは、それが危険すぎると判断されたのだろう。
Brian_RecyclingCenter_03_igneosaur_caption_00,ふむ、悪い予感は当たったようだ。
Brian_RecyclingCenter_03_igneosaur_caption_01,あれは若いイグニオザウルスだ。ケイ素がベースの非常に危険な生物で、マグマの中に生息している。
Brian_RecyclingCenter_03_igneosaur_caption_02,珍しい生物だが、リアクターに出現すると厄介なことになる。
Brian_RecyclingCenter_04_geothermal_caption_00,あぁ、地熱地帯のアウトポストか！
Brian_RecyclingCenter_04_geothermal_caption_01,以前に一度、行ったことがある。輸送システム直通のエレベーターがあったはずだ。
Brian_RecyclingCenter_05_detour_caption_00,よし、繋がったか。この数分間、君との接続が切断されていたんだ。
Brian_RecyclingCenter_05_detour_caption_01,マグマの影響に違いない。
Brian_RecyclingCenter_05_detour_caption_02,マグマといえば、そのエレベータシャフトはマグマでいっぱいのようだ。
Brian_RecyclingCenter_05_detour_caption_03,ツイてないな。
Brian_RecyclingCenter_05_detour_caption_04,まぁいい、少し遠回りにはなるが、輸送システムはすぐそこだ。
Brian_RecyclingCenter_06_dead_caption_00,そいつは死んでいない、まだ怒りを買っただけだぞ。
Brian_RecyclingCenter_06_dead_caption_01,今のうちに脱出するんだ！
Brian_RecyclingCenter_07_toldyou_caption_00,言っただろう！ まだ死んでないと言ったぞ！
Brian_RecyclingCenter_07_toldyou_caption_01,そのまま高いところへ登れ！
Brian_RecyclingCenter_08_specimen_caption_00,よくやった。これでしばらくの間は大人しくしているだろう。
Brian_RecyclingCenter_08_specimen_caption_01,素晴らしい、出来ることなら持ち帰ってもらって研究したいくらいだ。
Brian_PITS_01_pits_caption_00,ようやく輸送システムに辿り着いたな。そいつは頭文字を取ってPITSと呼ばれている。
Brian_PITS_01_pits_caption_01,君が地表へ向かった時にも乗ったのだろう？
Brian_PITS_01_pits_caption_02,もちろん撤収してからは使用されていないが、まだ機能しているようだな。
Brian_PITS_01_pits_caption_03,付近に列車がある。呼んでみよう。
Brian_PITS_02_crash_caption_00,オーケー、私のミスだ。これは私のせいだよ。
Brian_PITS_02_crash_caption_01,くそ、近くにある列車はあれが最後だった。
Brian_PITS_02_crash_caption_02,こちらからは路線のスイッチを制御できないから、君が制御塔に行って他の列車を誘導しなくてはならない。
Brian_PITS_02_crash_caption_03,見えるかね？ 線路の向こう、トンネルの出口の辺りだ。
Brian_PITS_02_crash_caption_04,まずは制御塔へ向かってくれ。そこに着いたら私の出番だ。
Brian_PITS_03_foot_caption_00,こいつは冗談ではなく、PITSを徒歩で行こうとしないでくれ。
Brian_PITS_03_foot_caption_01,私が既に試した。
Brian_PITS_03_foot_caption_02,制御塔へ向かって、列車を呼ぶんだ。わかったかね？
Brian_PITS_04_crab_caption_00,なんということだ、巨大なカニだぞ。
Brian_PITS_04_crab_caption_01,あんなサイズのカニは見たことがない。
Brian_PITS_05_controls_caption_00,よし、いいぞ。その路線の制御盤はこちらからハッキングできないんだ。
Brian_PITS_05_controls_caption_01,駅に列車を誘導するルートを見つけて、リサイクルセンターを一刻も早く出発するんだ。
Brian_PITS_05_controls_caption_02,ブレーキは……私よりも制御塔の方が上手くやってくれるだろう。
Brian_PITS_06_centuar_caption_00,よし、それでいい。
Brian_PITS_06_centuar_caption_01,列車の到着には数分かかる。その間に駅のプラットホームへ戻るんだ。
Brian_PITS_06_centuar_caption_02,そして、恐らくセントールが待ち構えているだろう。君が対処しなければならない。
Brian_PITS_06_centuar_caption_03,あれを倒さない限り、列車に乗り込むことは出来まい。
Brian_PITS_07_centaur_caption_00,なんだ──おい── よし、通信状況が戻った。妨害を受けていたんだ。
Brian_PITS_07_centaur_caption_01,まさかプランクにそんなことが出来たとはな。
Brian_PITS_07_centaur_caption_02,まぁいい、聞くんだ。セントールはプランクで最も重装のユニットで、
Brian_PITS_07_centaur_caption_03,ボディは無敵と言ってもいい。爆発物さえも効かない。
Brian_PITS_07_centaur_caption_04,唯一の弱点は頭だが、もちろん保護シールドを破壊しなければならない。
Brian_PITS_07_centaur_caption_05,そこに火力を集中させるんだ。
Brian_PITS_08_train_caption_00,よくやった。セントールのダウンを確認したぞ。
Brian_PITS_08_train_caption_01,ちょうど列車も着く頃だ。時間通りだな！
Brian_PITS_09_trainprompt_caption_00,さぁ、列車に乗ってくれ。時間を無駄に出来ない。
Brian_PITS_10_seismic_caption_00,あぁ、線路の前方で奇妙な揺れを検出したぞ。
Brian_PITS_11_bigcrab_caption_00,カニだ！ 巨大なカニだ。
Brian_PITS_11_bigcrab_caption_01,デカい、デカいカニだぞ。スピードを落としてバックしろ、デカいカニから離れるんだ！
Brian_PITS_11_bigcrab_caption_02,止まれ！ 止まれ！ 列車を止めるんだ！！ 緊急ブレーキとかはないのか！
Brian_PITS_11_bigcrab_caption_03,カニ！
Therus_PITS_00_void_caption_00,もしもし、もしもし？
Therus_PITS_00_void_caption_01,こちらセラス。あまり長くは話せない。
Therus_PITS_00_void_caption_02,いいか、ヴォイド・デレゲーションについて何か知ってることはあるか？
Therus_PITS_00_void_caption_03,ヴォイドと呼ばれる高次元宇宙が平行宇宙間に存在しているのは、ブライアンの実験から何となく察しがついてるんだ。
Therus_PITS_00_void_caption_04,ヴォイドにはデレゲーションという政府があって、ナニーと連絡を取り合ってるらしい。
Therus_PITS_00_void_caption_05,ナニーは詳しく話そうとしないが、ヴォイド・デレゲーションはこの宇宙にあるアーティファクトか何かを探していて、それを取り戻すのに何らかの儀式が必要なんだと思う。
Therus_PITS_00_void_caption_06,まだ経典を翻訳している最中だから、いずれ詳しく話せるようになるはずだ。
Therus_PITS_00_void_caption_07,トランジットシステムの終点でまた会おう。
Therus_PITS_00_void_caption_08,俺がBAMMを解除できるようになったら、追跡を振り切ってブライアンから逃げられる。何が起きてるのか暴き出して、計画を練るんだ。
Therus_AlienCaves_00_hey_caption_00,おーい！
Therus_AlienCaves_00_hey_caption_01,おーい！ 上だよ！
Therus_AlienCaves_00_hey_caption_02,あんたを追ってきたんだが、このツル野郎に捕まっちまった。
Therus_AlienCaves_00_hey_caption_03,なんとかして俺を下ろしてくれないか？
Therus_AlienCaves_01_please_caption_00,頼むよ、手を貸して欲しいんだ。
Therus_AlienCaves_02_thanks_caption_00,ふぅ、ありがとよ！ 酸で溶かされてボディを食われるところだった。
Therus_AlienCaves_03_Henrique_caption_00,いいか、聞いてくれ。今までに判ったことを言うぞ。
Therus_AlienCaves_03_Henrique_caption_01,今から8ヶ月前、ヴォイド・デレゲーションはエージェントのヘンリケって奴をこの宇宙に派遣した。とあるミッションのためだ。
Therus_AlienCaves_03_Henrique_caption_02,だが、ヘンリケは偶然……何かと遭遇した。俺にはそいつをうまく翻訳できそうにない。
Therus_AlienCaves_03_Henrique_caption_03,奴らが信仰する何かがこの宇宙にあって、それをどうしてもどうしても、どうしても取り戻したいらしい。
Therus_AlienCaves_04_Catalyst_caption_00,ヘンリケがヴォイドの軍勢を呼び寄せるために必要なのは、ブラックホールと、カタリストだ。
Therus_AlienCaves_04_Catalyst_caption_01,ブライアンはこのことを何も知らないと思う。あいつはリアクターのコアにあるテクノロジーが欲しいだけなんだ。
Therus_AlienCaves_04_Catalyst_caption_02,ヘンリケがナニーに指示して、ブライアンを利用してる。そしてあんたをコアに行かせようとしてる。なぜなら─
Therus_AlienCaves_05_Gasp_caption_00,[ハッ]
Therus_AlienCaves_06_Henrique_caption_00,ヘンリケ……
brian_greatsea_00_gotcha_caption_00,やっと捉えたぞ、ジェントルハンド！
brian_greatsea_00_gotcha_caption_01,ま─ 待て、君はここで何をしている？
brian_greatsea_00_gotcha_caption_02,まぁ、どうでもいい。怪しい通信を追いかけていたんだが、別の奴と勘違いしたようだ。
brian_greatsea_00_gotcha_caption_03,BAMMの誤動作だったのかもしれない。
brian_greatsea_00_gotcha_caption_04,とにかく、君がまだ無事だとわかった……これは収穫だな。
brian_greatsea_00_gotcha_caption_05,向こう岸でも顔を出すようにしよう。君はまだリアクターコアに向かっているだろうしな。
brian_greatsea_00_gotcha_caption_06,名残惜しいが、ここまで追いかけっこをしてきたようなものだし、このドローンは安くないんだ。
brian_greatsea_00_gotcha_caption_07,また連絡する。
brian_greatsea_01_shotdown_caption_00,あぁ、勘弁してくれ。
brian_greatsea_01_shotdown_caption_01,報復は頼んだぞ──
brian_reunion_00_rescue_caption_00,ふむ、ブライアンのレスキュー再びといったところか。
brian_reunion_00_rescue_caption_01,これで最後にしてほしいものだ。
brian_reunion_00_rescue_caption_02,早く乗れ。見ての通り、プランクはリアクター外のエイリアンには一切興味がないんだ。
brian_reunion_01_arch_caption_00,ちっ！ 今度は我々を追ってきたぞ！
brian_reunion_01_arch_caption_01,アーキヨサタスだな。あんなに大きいのは見たことがない。
brian_reunion_01_arch_caption_02,殺すことはできないが、ミニガンで動きを遅らせるくらいのことはできるだろう。
brian_reunion_02_persistent_caption_00,くっ、しつこいな。
brian_reunion_02_persistent_caption_01,まさかアジトに大量の卵があることを知ってるんじゃあるまいな。撃ち続けろ！
brian_reunion_03_safe_caption_00,もう大丈夫だろう。私の操縦技術に感謝するんだな。
brian_reunion_03_safe_caption_01,この先にゲートがあって、そこから安全にPITSに戻れる。
brian_reunion_03_safe_caption_02,ようやく順路に戻れるという訳だ。
brian_reunion_03_safe_caption_03,何故かは知らんが、とにかく君はリアクターコアに近付くことに成功している。
brian_reunion_03_safe_caption_04,もう8層まで降りてきたのだからな。
Brian_caves_00_signal_caption_00,もしもし──
Brian_caves_00_signal_caption_01,繰り返す──
Brian_caves_00_signal_caption_02,電波が非常に悪い。
Brian_caves_00_signal_caption_03,通信障害が発生して──
brian_deeplabs_00_train_caption_00,さて。まだリアクターコアに到着していないが、こちらで列車を停めた。
brian_deeplabs_00_train_caption_01,ここで自白の時間パート2だ。
brian_deeplabs_00_train_caption_02,ナニーから提供された情報は、リアクターの奥深くにあるという秘密の研究所に関するものだった。
brian_deeplabs_00_train_caption_03,そこには私の理解を超えた素晴らしい科学的発見が眠っている可能性がある。
brian_deeplabs_00_train_caption_04,そして、その入り口がたまたまコアへの道中にあるという。そこで私は思いついた。少しくらい寄り道してみてもいいのではないかと！
brian_deeplabs_00_train_caption_05,オーケー、正直に言おう。これは最初から計画していたことで、君を手助けすることに決めた理由でもある。
brian_deeplabs_00_train_caption_06,そんな目をするな、見えてるんだぞ！ 分かるだろう、他人の研究成果がロハで手に入ると聞いて黙っていられる科学者がどこにいる。
brian_deeplabs_00_train_caption_07,私はそこまで下りていけないが、君なら中に入ってすべてスキャンできる。
brian_deeplabs_00_train_caption_08,そうしてくれたら、君をコアへ案内して送り出そう。これこそ公平な取引、Win-Winというやつだ。
brian_deeplabs_00_train_caption_09,さぁ、寄り道といこう。
brian_deeplabs_00_train_caption_10,君にとっては、この世界における最後の探索になる。
brian_deeplabs_01_hack_caption_00,この倉庫の奥の壁にコンソールがある。ナニーが寄越したコードでハッキングできるんだ。
brian_deeplabs_01_hack_caption_01,コンソールにBAMMをかざしてくれ。
brian_deeplabs_02_real_caption_00,なんと、本当に開いたのか。これはアタリかもしれないぞ。
brian_deeplabs_02_real_caption_01,私はディープラボの存在すら知らなかった。
brian_deeplabs_02_real_caption_02,トップシークレットの情報で、エミリーとごく一部のエリート科学者だけが中に入れたらしい。
brian_deeplabs_02_real_caption_03,正直なところ、私を差し置いて招待された連中に嫉妬しているよ。
brian_deeplabs_03_down_caption_00,さぁ、行こう。
brian_deeplabs_04_incredible_caption_00,なんということだ。こんなものがずっと地下にあったとはな。
emily_deeplabs_00_message_caption_00,エミリーより、チーム各位へ。急遽予定が変わりました。
emily_deeplabs_00_message_caption_01,ヴォルテックス・プロパゲーターを分解するのは危険すぎるとのモーガン博士の判断から、ここへ置いていくことにしました。
emily_deeplabs_00_message_caption_02,再建造するには予算がかかるでしょうが、
emily_deeplabs_00_message_caption_03,自爆するくらいなら財政的な痛手を負う方がマシというものです。
emily_deeplabs_00_message_caption_04,5年もすればエキゾチックマターが減衰し、安全になるでしょう。
emily_deeplabs_00_message_caption_05,その後でサルベージチームを送ることもできます。
emily_deeplabs_00_message_caption_06,とにかく、ダイダロスクレーター本部は計画通り既に稼働していて、他の機材を搬入する準備が整っています。
brian_deeplabs_05_fascinating_caption_00,エキゾチックマターか。興味深い。
brian_deeplabs_05_fascinating_caption_01,ラボは新しい宇宙間旅行の方法を開発しているとナニーは言っていた。それのことに違いない。
brian_deeplabs_05_fascinating_caption_02,そして機材は残したままだ！
brian_deeplabs_05_fascinating_caption_03,それらを安全にスキャンして──といっても、安全なのは私だが──、見つけたテクノロジーをリバースエンジニアリングできる。
brian_deeplabs_05_fascinating_caption_04,とんでもない成果になるぞ。
brian_deeplabs_05_fascinating_caption_05,ほら、探索を始めるんだ！
brian_deeplabs_06_data_caption_00,おぉ、大量のデータだ。こいつはいい。そのまま続けてくれ。
brian_deeplabs_07_data_caption_00,暗号化すらされていないぞ。
brian_deeplabs_07_data_caption_01,未圧縮のCADデータに、タイムライン、ドキュメント、それに実験結果が何テラバイトと入っている。
brian_deeplabs_07_data_caption_02,窃盗を愛する男として、今日は人生で最高の日だと断言する。
brian_deeplabs_08_data_caption_00,おぉ、これは並行宇宙のデータベースだ。こんなに完成されているものは見たことがない。
brian_deeplabs_08_data_caption_01,奴ら、並行宇宙の地球に探査機まで送っていたようだ。写真まである。なんということだ。
brian_deeplabs_08_data_caption_02,私の研究が完全に霞んでしまう。
brian_deeplabs_08_data_caption_03,並行宇宙を探査できるのなら、物質転移現象で飛んできたエイリアンの生態を研究する理由がなくなる。
brian_deeplabs_08_data_caption_04,予想以上の成果だ。
brian_deeplabs_08_data_caption_05,私はこのデータを徹底的に解析する。君はスキャンと探索を続けてくれ。
brian_deeplabs_10_portal_caption_00,なんと。これは並行宇宙をつなぐポータルのプロトタイプだろうな。
brian_deeplabs_10_portal_caption_01,未完成に終わったのは明らかだ。
brian_deeplabs_10_portal_caption_02,私なら手を触れないね。エミリーも不安定だと言っていた。
brian_deeplabs_10_portal_caption_03,それに1年間も放置されていたんだ、劣化もしている。
brian_deeplabs_11_what_caption_00,あー、何をしている？
brian_deeplabs_12_caution_caption_00,普段から警戒心がない私が言うのもなんだが、そいつの起動は絶対にやめておいたほうがいいと思うぞ。
brian_deeplabs_12_caution_caption_01,もし正常に動作していたなら、奴らも破棄しなかっただろう。
brian_deeplabs_12_caution_caption_02,スイッチをオンにしたら何が起こるか知れたものではないぞ。
brian_deeplabs_13_badnews_caption_00,おい、聞いているのか？ 反対称性というのはまずいぞ。
brian_deeplabs_13_badnews_caption_01,それが並行宇宙をつなぐポータルだからといって、君が行きたい先へ連れて行ってくれるとは限らないんだ。
brian_deeplabs_13_badnews_caption_02,うまくいくはずがない。
brian_deeplabs_14_thankgoodness_caption_00,あぁ、助かった。
