key,en,es,fr,de
announcer_datacave_02_securityalert_caption_02,手動認証チームが到着してあなたの資格情報を登録するまで、しばらくお待ちください。,"y espera la llegada del equipo de verificación de identidad manual, que comprobará tus credenciales.","et attendez l'arrivée de l'équipe de contrôle manuel d'identité pour approuver votre identification.","und warte auf das Eintreffen des Teams für die manuelle Identitätsüberprüfung, um deine Anmeldedaten zu bestätigen."
announcer_datacave_03_emergencyaccess_caption_00,手動認証チームの報告を受信できませんでした。メンテナンス用の緊急アクセス権限を発行中。,"El equipo de verificación de identidad manual no ha contactado. Concediendo acceso de mantenimiento de emergencia.","Échec du rapport de l'équipe de contrôle manuel d'identité. Octroi de l'accès d'entretien d'urgence.","Das Team der manuellen Identitätsüberprüfung hat sich nicht gemeldet. Gewährung des Zugangs zur Notfallwartung."
announcer_datacave_04_granted_caption_00,緊急アクセス権限を発行しました。,"Acceso de emergencia concedido.","Accès d'urgence autorisé.","Notfallzugang gewährt."
announcer_datacave_09_dataFilters_caption_00,"知っていましたか？ 1974年、プランクのすべてのデータマストにフィルターが適用されました。社員がポルノにアクセスするのを禁止するためです。","¿Lo sabías? Se agregaron filtros a todos los mástiles de datos de Planck en 1974, para impedir que los empleados accedieran a pornografía de Internet.","Le saviez-vous ? En 1974, des filtres ont été ajoutés aux mâts de données Planck afin d'empêcher les employés d'accéder à la pornographie sur Internet.","Schon gewusst? 1974 wurden alle Planck-Datenmasten mit Filtern ausgestattet, um den Zugang der Mitarbeiter zu Internetpornografie zu verhindern."
announcer_datacave_09_dataFilters_caption_01,ストライキ、暴動、そして4名の死者が出た結果、53分後にフィルターは無効化されました。,"Después de huelgas, disturbios y cuatro muertes, los filtros fueron retirados 53 minutos después.","Après des grèves, des révoltes et quatre morts, les filtres ont été retirés, 53 minutes plus tard.","Nach Streiks, Unruhen und vier Todesfällen wurden die Filter 53 Minuten später wieder entfernt."
announcer_deeplabs_00_message_caption_00,ようこそ、認証に失敗しました。,"Te damos la bienvenida, identificación fallida.","Bienvenue. Échec de l'identification.","Willkommen, Identifizierung fehlgeschlagen."
announcer_deeplabs_00_message_caption_01,未読メッセージが216日前に届いています。送信者はエミリー・プランク博士。,"Mensaje no recibido de la doctora Emily Planck de hace 216 días.","Message non reçu du docteur Emily Planck il y a 216 jours.","Unerhaltene Nachricht von Doktor Emily Planck von vor 216 Tagen."
announcer_deeplabs_00_message_caption_02,メッセージを再生します。,"Retransmitiendo mensaje.","Transmission du message.","Nachricht weiterleiten."
announcer_deeplabs_01_vortex_caption_00,デモモードに移行します。,"Entrando en modo de demostración.","Entrée en mode démo.","Aufrufen des Demo-Modus."
announcer_deeplabs_01_vortex_caption_01,プランク社製、反対称性ヴォルテックス・プロパゲーターへようこそ、,"Te damos la bienvenida al propagador de vórtices antisimétrico de Planck,","Bienvenue dans le propagateur de vortex antisymétrique de Planck,","Willkommen beim Planck Antisymmetrischen Vortex-Propagator,"
announcer_deeplabs_01_vortex_caption_02,当製品はヴァーテゴ・イニシアチブの20年にも渡る努力により実現しました。,"Es el producto del arduo trabajo de la Iniciativa vértigo durante las últimas dos décadas.","le produit du labeur de l'Initiative Vertigo au cours des vingt dernières années.","Das Ergebnis der harten Arbeit der Vertigo-Initiative in den letzten zwei Jahrzehnten."
announcer_deeplabs_01_vortex_caption_03,ヴォルテックス・プロパゲーターを起動するには、,"Para activar el propagador de vórtices,","Pour activer le propagateur de vortex,","Um den Vortex-Propagator zu aktivieren,"
announcer_deeplabs_01_vortex_caption_04,コンソールA、B、C上で9種類のサブシステムを開始してください。,"inicia los 9 subsistemas en las consolas A, B y C.","lancez les 9 sous-systèmes sur les consoles A, B et C.","initiiere die 9 Subsysteme auf den Konsolen A, B und C."
announcer_deeplabs_02_emergency_caption_00,"警告: エキゾチックマターの比率が安全基準値を超過しました。","Aviso: La tasa de materia exótica supera los umbrales de seguridad.","Avertissement : les ratios de matière exotique dépassent les seuils de sécurité.","Warnung: Der Anteil exotischer Stoffe überschreitet die Sicherheitsschwellen."
announcer_deeplabs_02_emergency_caption_01,緊急シャットダウンを開始します。,"Iniciando apagado de emergencia.","Initiation du verrouillage d'urgence.","Notabschaltung einleiten."
announcer_deeplabs_03_filenotfound_caption_00,"警告: 緊急プロトコル用のjsonファイルが見つかりませんでした。","Advertencia: No se ha encontrado el archivo json del protocolo de emergencia.","Avertissement : fichier json du protocole d'urgence introuvable.","Warnung: Notfallprotokoll-json-Datei nicht gefunden."
announcer_deeplabs_04_shield_caption_00,保護シールドの後ろに立ち、ヴォルテックス・プロパゲーターを起動してください。,"Ponte detrás del escudo protector y activa el propagador de vórtices.","Placez-vous derrière un bouclier protecteur et activez le propagateur de vortex.","Stell dich hinter den Schutzschild und aktiviere den Vortex-Propagator."
announcer_deeplabs_04_shield_caption_01,プランク社の製品をご利用いただきありがとうございます。よい一日を。,"Gracias por utilizar las tecnologías de Planck. Que tenga un buen día.","Merci d'avoir utilisé les technologies Planck. Bonne journée.","Vielen Dank, dass du Planck-Technologien nutzt, und einen schönen Tag."
announcer_degenerate_00_core50_caption_00,警告。リアクターコアの安定性が50%に低下。,"Aviso. Estabilidad del núcleo del reactor al: 50%","Avertissement. Stabilité du cœur du réacteur à : 50 %","Warnung. Reaktorkernstabilität bei: 50 %"
announcer_degenerate_01_core40_caption_00,警告。リアクターコアの安定性が40%に低下。,"Aviso. Estabilidad del núcleo del reactor al: 40%","Avertissement. Stabilité du cœur du réacteur à : 40 %","Warnung. Reaktorkernstabilität bei: 40 %"
announcer_degenerate_02_core20_caption_00,警告。リアクターコアの安定性が20%に低下。,"Aviso. Estabilidad del núcleo del reactor al: 20%","Avertissement. Stabilité du cœur du réacteur à : 20 %","Warnung. Reaktorkernstabilität bei: 20 %"
announcer_degenerate_03_core10_caption_00,警告。リアクターコアの安定性が10%に低下。,"Aviso. Estabilidad del núcleo del reactor al: 10%","Avertissement. Stabilité du cœur du réacteur à : 10 %","Warnung. Reaktorkernstabilität bei: 10 %"
announcer_degenerate_04_core0_caption_00,警告。リアクターコアの安定性が0%に低下。,"Aviso. Estabilidad del núcleo del reactor al: 0%","Avertissement. Stabilité du cœur du réacteur à : 0 %","Warnung. Reaktorkernstabilität bei: 0 %"
announcer_PITS_00_arrivingB_caption_00,列車がプラットフォームBに到着します。,"Tren llegando al andén B.","Le train arrive à la plateforme B.","Der Zug kommt jetzt am Bahnsteig B an."
announcer_PITS_00_arrivingE_caption_00,列車がプラットフォームEに到着します。,"Tren llegando al andén E.","Le train arrive à la plateforme E.","Der Zug kommt jetzt am Bahnsteig E an."
brian_assembly_00_talk_caption_00,あぁ、降りる前に少し話がある。,"Oye, antes de que me vaya, tenemos que hablar.","Hé, euh, avant que je parte, je dois te parler.","Hey, bevor ich dich verlasse, müssen wir reden."
brian_assembly_00_talk_caption_01,私が君の手助けをしていたのは純粋な善意以外にも理由がある。君が落ちてくる前、私は友人から連絡を受けていたんだ。,"No te he estado ayudando por amor al arte. Antes de que llegaras, un amigo mío se puso en contacto conmigo.","Je ne t'ai pas aidé par pure bonté de cœur. Avant que tu arrives, un ami m'a contacté.","Ich habe dir nicht aus reiner Großzügigkeit geholfen. Bevor du hierherkamst, wurde ich von einem Freund von mir kontaktiert."
brian_assembly_00_talk_caption_02,ナニーの目的は、正直なところ、私にも分からないところがある。,"Las motivaciones de Nani son, debo admitirlo, un misterio para mí,","Les motivations de Nani sont un mystère, je dois l'avouer.","Ich muss zugeben, dass mir Nanis Beweggründe ein Rätsel sind,"
brian_assembly_00_talk_caption_03,奴から有益な情報を得た私は、その見返りとして、君を元の宇宙に帰すためにリアクターコアに向かわせるよう頼まれたんだ。,"pero me dio algo de información importante y solo me pidió que a cambio te llevara al núcleo del reactor para que regresaras a casa.","Mais il m'a donné des infos et m'a demandé de te ramener au cœur du réacteur pour que tu rentres.","aber er hat mir ein paar heiße Infos gegeben und nur darum gebeten, dass ich dich im Gegenzug zum Reaktorkern bringe, um nach Hause zu kommen."
brian_assembly_00_talk_caption_04,ナニーがどうして君にこだわるのか。疑問はもっともだ。だが理由を聞いても答えようとしないし、私には分からない。,"Sé lo que vas a preguntar, y no, no sé por qué Nani se preocupa por ti. Se niega a decírmelo.","Je sais ce que tu vas dire, et non, je ne sais pas ce que te veut Nani. Il refuse de me le dire.","Ich weiß, was du fragen wirst, und nein, ich weiß nicht, warum Nani sich um dich sorgt. Er weigert sich, es mir zu sagen."
brian_assembly_00_talk_caption_05,私は約束を守る男だ。君をコアへ導くために、私にできる限りのことをしてきた。,"Sin embargo, soy un hombre de palabra y he estado haciendo todo lo que estaba a mi alcance para llevarte hasta el núcleo.","Mais je suis un homme de parole et j'ai fait mon possible pour te ramener au cœur.","Aber ich stehe zu meinem Wort und habe alles in meiner Macht Stehende getan, um dich zu befreien."
brian_assembly_00_talk_caption_06,もう少し生き延びてくれれば、誰もが喜ぶだろう。,"Así que intenta mantenerte con vida un poco más y todos estaremos contentos.","Essaie de survivre un peu plus longtemps et tout le monde sera content.","Versuch einfach, noch ein bisschen länger am Leben zu bleiben, und wir werden alle glücklich sein."
brian_assembly_00_talk_caption_07,本当は君と行って手助けしたいところだが、私がいては却ってセキュリティの注意を引いてしまうだろう。,"Me encantaría quedarme aquí y ayudarte personalmente, pero solo atraería más seguridad.","J'aimerais bien rester et t'aider en personne, mais je ne ferais qu'attirer les agents de sécurité.","Ich würde gern hierbleiben und persönlich helfen, aber ich würde nur noch mehr Security zu dir locken."
brian_assembly_00_talk_caption_08,アジトに戻って君を遠くから導くことが、私にできるせめてもの手助けだ。,"Lo mejor que puedo hacer es regresar al cuartel central y guiarte de forma remota.","Le mieux, c'est que je retourne au QG et que je te guide à distance.","Das Beste, was ich tun kann, ist, zurück ins Hauptquartier zu gehen und dich aus der Ferne anzuleiten."
brian_assembly_00_1_prompt_caption_00,さぁ、取り掛かってくれ。私はプランクに見つかる前に退散しなくてはならない。,"Vamos, no hay tiempo que perder. Tengo que salir de aquí antes de los de Planck me detecten.","Allez, va leur botter les fesses. Je dois sortir d'ici avant que Planck me détecte.","Komm schon, steh auf und los. Ich muss hier raus, bevor Planck mich entdeckt."
brian_assembly_01_core_caption_00,コアは完全に封鎖されているが、プランクは緊急時に作業員がアクセスできる方法を常に残しているんだ。,"El núcleo está completamente sellado, pero Planck siempre deja una forma de abrirlo para que los trabajadores accedan a él en caso de emergencia.","Le cœur est complètement bouclé, mais Planck laisse toujours un moyen de l'ouvrir aux ouvriers en cas d'urgence.","Der Kern ist komplett versiegelt, aber Planck lässt immer eine Möglichkeit, ihn zu entsiegeln, damit die Arbeiter im Notfall darauf zugreifen können."
brian_assembly_01_core_caption_01,管制塔を調べるんだ。そこに手がかりがあるだろう。,"Comprueba la torre de control, debería haber algunas pistas allí.","Vérifie la tour de contrôle, tu devrais y trouver des indices.","Überprüfe den Kontrollturm, dort sollten einige Hinweise zu finden sein."
brian_assembly_02_lock_caption_00,しめた。量子暗号ロックだ。,"Buenas noticias. Este es un cerrojo cifrado cuántico estándar.","Bonne nouvelle. C'est une serrure quantique chiffrée normale.","Die gute Nachricht: Dies ist ein standardmäßiges quantenverschlüsseltes Schloss."
brian_assembly_02_lock_caption_01,ハッキングはできないが、他のキーも近くにあるはずだ。,"No se puede piratear, pero el resto de las llaves deberían estar cerca.","Impossible à pirater, mais le reste des clés devrait être dans le coin.","Nicht zu knacken, aber der Rest der Schlüssel sollte in der Nähe sein."
brian_assembly_02_lock_caption_02,アセンブリーに向かって探してみてくれ。ブライアン・インダストリーズに着いたらかけ直す。,"Dirígete a la zona de ensamblaje y busca por allí. Volveré a contactar contigo cuando llegue a Industrias Brian.","Va fouiller l'étage du montage. Je me reconnecterai quand je serai à Brian Industries.","Geh in die Montage und sieh dich um. Ich melde mich wieder, wenn ich bei Brian Industries bin."
brian_assembly_02_lock_caption_03,ちくしょう、セラスがいればな。今すぐにでも秘書が欲しいくらいだ。,"Dios, ojalá Therus no hubiera desaparecido por completo. Me vendría bien un asistente ahora mismo.","Ce serait bien que Thérus n'ait pas disparu. J'ai besoin d'un assistant, là, tout de suite.","Gott, ich wünschte, Therus wäre nicht einfach komplett verschwunden. Ich könnte jetzt einen Assistenten gebrauchen."
brian_assembly_03_core_caption_00,コアの封鎖を解除できたか。だいぶかかったな。,"Veo que has conseguido abrir el núcleo. Has tardado bastante.","Je vois que tu as pu ouvrir le cœur. Il t'en a fallu du temps.","Ich sehe, du hast den Kern entsiegelt. Hat ja lange genug gedauert."
brian_assembly_03_core_caption_01,すまない、よくやったと言いたかったんだ。,"Lo siento, quiero decir, bien hecho.","Désolé, je voulais dire, bien joué.","Entschuldigung. Ich meine: Gut gemacht!"
brian_assembly_03_core_caption_02,もうすぐだぞ。コアまであと1層だ。,"Estás cerca. El núcleo está solo a una planta de distancia.","Tu y es presque. Il ne te reste qu'un étage pour atteindre le cœur.","Du kommst jetzt näher. Der Kern ist nur noch eine Etage entfernt."
brian_assembly_03_core_caption_03,君ほどリアクターを長く旅したエイリアンは、ほとんどいないだろう。,"Te has adentrado más en el reactor cuántico que la mayoría de los extraterrestres.","Tu es allée plus loin dans le réacteur quantique que la plupart des extraterrestres.","Du hast es viel weiter durch den Quantenreaktor geschafft als die meisten Außerirdischen."
brian_assembly_03_core_caption_04,さぁ、もう少しだけこのラッキーを続けていこう。,"Mantengamos esta racha de suerte un poco más.","Continue comme ça un peu plus longtemps.","Lass uns diese Glückssträhne noch ein bisschen länger aufrechterhalten."
Therus_BonVoyage_00_goodmorning_caption_00,おはよう。,"¡Buenos días!",Bonjour !,"Guten Morgen!"
Therus_BonVoyage_00_goodmorning_caption_01,ブライアンがお待ちかねだ。さぁ、行こう。,"Brian te está esperando. Ven.","Brian t'attend. Viens avec moi.","Brian wartet auf dich. Komm jetzt mit."
Therus_BonVoyage_01_sorry_caption_00,昨日はすまなかったな。,"Siento mucho lo de ayer.","Désolé pour hier.","Es tut mir so leid wegen gestern."
Therus_BonVoyage_01_sorry_caption_01,どうもブライアンは、リアクターのゴタゴタに乗じてあんたの戦闘能力を試すことを思いついたらしい。,"Al parecer, el ciclo del reactor le recordó a Brian que quería poner a prueba tus habilidades de combate.","Apparemment, le cycle du réacteur a rappelé à Brian qu'il voulait te tester au combat.","Anscheinend hat der Reaktorzyklus Brian daran erinnert, dass er deine Kampffähigkeiten testen wollte."
Therus_BonVoyage_01_sorry_caption_02,ネット回線を復旧する話は真っ赤な嘘だったって訳だ。,"Todo el asunto de [quot]necesito recuperar la conexión a Internet[quot] era mentira, obviamente.","L'histoire de [quot]je veux récupérer Internet[quot] n'était qu'une excuse.","Das mit dem [quot]Ich brauche mein Internet zurück [quot] war natürlich nur erfunden."
Therus_BonVoyage_02_goodnews_caption_00,"だが、良いニュースもある！ あんたはよくやった！","¡La buena noticia es que lo hiciste muy bien!","La bonne nouvelle, c'est que tu as excellé !","Die gute Nachricht ist, dass du dich gut geschlagen hast!"
Therus_BonVoyage_02_goodnews_caption_01,"もっと良いニュースもあるぞ！ リアクターの奥ではもっと酷い状況もあり得るってことだ。","Y eso es bueno. Vas a tener que enfrentarte a cosas mucho peores en las profundidades del reactor.","Et tant mieux. Tu vas affronter bien pire dans le réacteur.","Das ist auch gut so. Tiefer im Reaktor wirst du mit viel Schlimmerem konfrontiert werden."
Therus_BonVoyage_03_trust_caption_00,ほら、着いた。,"Hemos llegado.","Nous y voilà.","Da wären wir."
Therus_BonVoyage_03_trust_caption_01,その前に話があるんだが、あまり信用しない方が─,"Antes de entrar, quiero que sepas que probablemente no deberías confiar...","Avant d'entrer, je veux que tu saches que tu ne devrais pas faire confiance–","Bevor wir da reingehen, sollst du besser wissen: Traue nicht ..."
Brian_BonVoyage_00_trust_caption_00,何を信用しないって？,"¿No debería confiar en quién?","Pas faire confiance à quoi ?","Traue nicht was?"
Therus_BonVoyage_04_handymen_caption_00,えっと、ハンド人だよ。ハンド人は信用ならないからな。,"Eh, en los manitas. No debería confiar en los manitas.","Euh, pas faire confiance aux hommes de main.","Äh, Handwerker. Man sollte Handwerkern nicht trauen."
Brian_BonVoyage_01_racist_caption_00,全くその通りだ。,"Por supuesto que no.","Ça, c'est bien vrai.","Verdammt richtig."
Brian_BonVoyage_01_racist_caption_01,待てよ、それではまるでレイシストではないか。違うぞ、私はレイシストじゃない。,"Espera, ¿eso es racista? No soy racista, lo juro.","Attends, c'est raciste ? Je ne suis pas raciste, je le jure.","Warte, ist das rassistisch? Ich bin nicht rassistisch, ich schwöre."
Brian_BonVoyage_01_racist_caption_02,あぁ、入りたまえ。セラス、お前は調査に戻るように！,"Ah, métete ahí. ¡Therus, ve a investigar algo!","Ah, entre. Thérus, va étudier quelque chose !","Ah, komm rein. Therus, geh etwas recherchieren!"
Therus_BonVoyage_05_ok_caption_00,了解だぜ、ボス。,"Vale, jefe.","D'accord, patron.","Okay, Boss."
Brian_BonVoyage_02_options_caption_00,さて、単刀直入に言おう。君はここにいるべきではない。,"Bueno. No me voy a andar con paños calientes: este no es tu sitio.","Bon, je ne vais pas y aller par quatre chemins : tu n'es pas d'ici.","Okay, ich sag’s dir ganz direkt: Du gehörst nicht hierher."
Brian_BonVoyage_02_options_caption_01,この地球に君の居場所はないのだよ。,"No hay lugar para ti en nuestra Tierra.","Tu n'as pas ta place sur notre Terre.","Es gibt keinen Platz für dich auf unserer Erde."
Brian_BonVoyage_02_options_caption_02,"もちろん、君はこの宇宙の人間に似ている。── リアクターから密かに連れ出すことも、街へ連れて行くことも、書類の偽造だってできる。","Te pareces a los humanos de este universo, cierto. Podría sacarte del reactor, llevarte a una ciudad, falsificar algunos documentos...","Oui, tu ressembles aux humains de cet univers – je pourrais te faire sortir du réacteur en douce, t'emmener dans une ville, te forger des documents...","Klar, du siehst aus wie die Menschen dieses Universums – ich könnte dich aus dem Reaktor schmuggeln, dich in eine Stadt bringen, ein paar Dokumente fälschen ..."
Brian_BonVoyage_02_options_caption_03,しかし、DNAは嘘をつけない。いずれ、異なる宇宙から来たエイリアンだとばれる日が来る。,"Pero tu ADN te delataría como extraterrestre de un universo divergente.","mais ton ADN restera celui d'une extraterrestre d'un univers divergent.","Aber deine DNA wird dich immer noch als Außerirdischen aus einem abweichenden Universum verraten."
Brian_BonVoyage_02_options_caption_04,それが無理となると、他に二つの選択肢がある。,"Como eso está totalmente descartado, tienes otras dos opciones.","Puisqu'on exclut ça, il te reste deux options.","Wenn das nicht infrage kommt, hast du zwei andere Möglichkeiten."
Brian_BonVoyage_03_blackhole_caption_00,"選択肢1 ─ 残りの人生をリアクターの中で虚しく暮らす。","Opción uno: vives el resto de tu estúpida y triste vida aquí, en el reactor.","Option une : tu vis le restant de ta triste existence ici, dans le réacteur.","Option eins: Du lebst den Rest deines traurigen kleinen Lebens hier im Reaktor."
Brian_BonVoyage_03_blackhole_caption_01,私ならこれは推奨しない。,"No te lo recomiendo.","Je ne le recommande pas.","Ich empfehle das nicht."
Brian_BonVoyage_03_blackhole_caption_02,私がここにいるのは地上での法的問題を一時的に回避するためだが、住むには辛い場所だ。,"Estoy aquí por ahora debido a algunos problemas legales en la Tierra, pero vivir en este lugar es bastante difícil.","Je suis là pour l'instant à cause de soucis juridiques sur Terre, mais c'est éprouvant ici.","Ich bin wegen einiger rechtlicher Probleme auf der Erde vorläufig hier, aber hier unten ist es ziemlich hart."
Brian_BonVoyage_03_blackhole_caption_03,"選択肢2 ─ こっちの方がおすすめだが ─ 君を元いた宇宙に送り返す。","Opción dos, y esta es la buena, te envío de regreso a tu universo de origen.","Option deux (et c'est la bonne) : je te renvoie dans ton univers.","Option zwei – und das ist die gute –: Ich schicke dich zurück in dein Heimatuniversum."
Brian_BonVoyage_03_blackhole_caption_04,従来の科学においては、宇宙間の移動は制御不能なものとされてきた。,"Mira, hasta ahora la ciencia considera los viajes interuniversales como algo incontrolable,","Toute la science jusqu'à présent indique que le voyage interuniversel est incontrôlable,","Bis jetzt hat die gesamte Wissenschaft darauf hingewiesen, dass interuniverselle Reisen unkontrollierbar sind,"
Brian_BonVoyage_03_blackhole_caption_05,量子現象によってランダムに引き起こされるだけのものだったんだ。,"algo que solo tiene lugar a través eventos cuánticos realmente aleatorios.","que ça ne peut être causé que par des événements quantiques vraiment aléatoires.","etwas, das nur durch wirklich zufällige Quantenereignisse verursacht werden kann."
Brian_BonVoyage_03_blackhole_caption_06,しかし最近になって、私は他の方法があることを知った。,"Sin embargo, he descubierto hace poco que hay otra manera.","Mais j'ai récemment découvert qu'il y a un autre moyen.","Aber ich habe vor Kurzem gelernt, dass es noch einen anderen Weg gibt."
Brian_BonVoyage_03_blackhole_caption_07,適切な状況下であれば、ブラックホールを使って意図的に次元を飛び越えることが可能なんだ。,"Usando un agujero negro, es posible saltar entre dimensiones a voluntad si se dan las circunstancias adecuadas.","À l'aide d'un trou noir, sauter entre les dimensions à son gré est possible dans les bonnes conditions.","Mit einem Schwarzen Loch ist es unter den richtigen Umständen möglich, nach Belieben zwischen den Dimensionen zu springen."
Brian_BonVoyage_04_plan_caption_00,君の回復を待つ間、私はその計算に取り組んできた。,"He estado realizando los cálculos matemáticos mientras tú te recuperabas.","J'ai bûché sur les calculs pendant que tu récupérais.","Während du dich erholt hast, habe ich an den Berechnungen gearbeitet."
Brian_BonVoyage_04_plan_caption_01,波面インヒビターのファームウェアを調整すれば、君を帰らせることもできるだろう。,"Si realizamos los ajustes correctos en el firmware de los inhibidores de frente de ondas del núcleo, creo que funcionará. Creo que puedo llevarte a casa.","Avec les bons réglages micrologiciels des inhibiteurs d'ondes du cœur, ça devrait marcher. Je crois pouvoir te renvoyer chez toi.","Mit den richtigen Firmware-Änderungen an den Wellenfront-Hemmern des Kerns wird es wohl funktionieren. Ich glaube, ich kann dich nach Hause bringen."
Brian_BonVoyage_04_plan_caption_02,私の望みはただ一つ。大変なことだろうと思うが、君がリアクターのコアまで無事に辿り着くことだ。,"Sé que esto debe ser abrumador para ti, pero créeme cuando digo que todo lo que quiero es que llegues al núcleo del reactor a salvo.","Je sais que ça doit te chambouler, mais crois-moi, je veux juste que tu arrives au cœur du réacteur saine et sauve.","Ich weiß, dass das für dich überwältigend sein muss, aber glaube mir, wenn ich sage, dass ich nur will, dass du den Reaktorkern sicher erreichst."
Brian_BonVoyage_04_plan_caption_03,私の心の奥底にある、優しさとでも言うべきだろうか。,"Supongo que soy bueno por naturaleza.","Ça doit être ma bonté de cœur innée.","Das ist wohl nur meine angeborene Herzensgüte, nehme ich an."
Therus_BonVoyage_06_situation_caption_00,ブライアン、問題発生だ。,"Brian, tenemos un problema.","Brian, nous avons un problème.","Brian, wir haben ein Problem."
Brian_BonVoyage_05_situation_caption_00,良いタイミングとは言えないな、セラス。それで、どんな問題だ？,"No es un buen momento, Therus. Pero bueno, dime, ¿qué tipo de problema?","C'est pas le moment, Thérus. Mais, euh, quel genre de problème ?","Das ist kein guter Zeitpunkt, Therus. Aber, äh, was für ein Problem?"
Therus_BonVoyage_07_camera_caption_00,カメラB-84のライブ映像を確認してくれ。,"Mira lo que está pasando en la cámara B-84","Regarde le direct de la caméra B-84.","Nimm den Live-Feed der Kamera B-84."
Brian_BonVoyage_06_cam_caption_00,オーケー。えー、B……84……。,"Vale, ehhh, B... 84...","OK, euuuh, B... 84...","Okay, ähhh, B ... 84 ..."
Brian_BonVoyage_07_escapades_caption_00,なるほど、これは問題だ。,"Ah, sí que es un problema.","Ah, oui, c'est un problème.","Ah, das ist ein Problem."
Brian_BonVoyage_07_escapades_caption_01,昨日の騒ぎが思った以上に注意を引いたのかもしれん。,"Quizás nuestras correrías de ayer llamaron un poco más la atención de lo que pensaba.","Peut-être que nos escapades d'hier ont attiré un peu plus l'attention que je croyais.","Vielleicht haben unsere gestrigen Eskapaden etwas mehr Aufmerksamkeit erregt, als ich dachte."
Brian_BonVoyage_07_escapades_caption_02,あれはプランクのセキュリティ大隊だ。隊長は確か─,"Ese es un batallón de seguridad de Planck y, si no me equivoco, es el liderado por...","C'est un bataillon de sécurité de Planck et si je ne me trompe pas, il est dirigé par–","Das ist ein Planck-Sicherheitsbataillon, und wenn ich mich nicht irre, wird es angeführt von ..."
Brian_BonVoyage_08_officer13_caption_00,オフィサー13。,"El oficial 13.","Agent 13.","Officer 13."
officer13_bonvoyage_00_brian_caption_00,"ブライアン！ お気に入りの人間と話ができて嬉しいよ。","¡Brian! Me alegro verte. ¿Cómo está mi humano favorito?","Brian ! Content de te voir. Comment va mon humain préféré ?","Brian! Schön, dich zu sehen. Wie geht es meinem Lieblingsmenschen?"
Brian_BonVoyage_09_crap_caption_00,冗談はよせ、サーティーン。どうやってここを見つけた？,"Déjate de tonterías, 13, ¿cómo me has encontrado?","Épargne-moi ça 13, comment m'as-tu trouvé ici ?","Lass den Scheiß, 13! Wie hast du mich hier gefunden?"
officer13_bonvoyage_01_qr_caption_00,おいおい、ブライアン。俺たちの仕事はリアクターVIIで起きたことをすべて把握すること。そしてお前がいるのはリアクターVIIの中だ。,"Ay, Brian. Todavía estás dentro del Reactor Cuántico VII, es nuestro trabajo saber todo lo que sucede dentro del Reactor Cuántico VII.","Oh, Brian. Tu es toujours dans le réacteur quantique 7, c'est notre boulot de savoir ce qu'il s'y passe.","Oh, Brian. Du bist immer noch in Quantenreaktor 7. Es ist unser Job, alles zu wissen, was in Quantenreaktor 7 passiert."
officer13_bonvoyage_01_qr_caption_01,それに……ほら。,Además...,Et...,"Außerdem ..."
Brian_BonVoyage_10_therusidea_caption_00,それはセラスのアイデアだ！,"¡Fue idea de Therus!","C'était l'idée de Thérus !","Das war Therus’ Idee!"
Therus_BonVoyage_08_idea_caption_00,俺じゃねぇ！,"¡No fue idea mía!","Ce n'était pas mon idée !","Das war nicht meine Idee!"
Brian_BonVoyage_11_therusoff_caption_00,セラス、通信を切れ！,"¡Therus, sal de la transmisión!","Thérus, libère la ligne !","Therus, geh aus der Leitung!"
Therus_BonVoyage_09_yessir_caption_00,イェッサー。,"Sí, señor.","Oui, monsieur.","Ja, Sir."
officer13_bonvoyage_02_friend_caption_00,"ところでブライアン。その小さなお友達はどなたかな？ 新しい実験対象？","Bueno, Brian, ¿quién es tu amiguita? ¿Es un nuevo experimento científico?","Dis-moi, Brian, qui est ton amie ? Une nouvelle expérience ?","Also, Brian, wer ist dein kleiner Freund? Ein neues wissenschaftliches Experiment?"
officer13_bonvoyage_02_friend_caption_01,"もしかしてブライアンに無理やり？ もしそうなら瞬きを2回──","¿Brian te retiene contra tu voluntad? Parpadea dos veces si...","Est-ce que Brian te retient de force ? Cligne deux fois si–","Hält Brian dich gegen deinen Willen fest? Blinzle zweimal, wenn ..."
Brian_BonVoyage_12_help_caption_00,違う、違うぞ。そんなんじゃない！,"¡No, no, no, no, no es eso!","Non, non, non, ce n'est pas du tout ça !","Nein, nein, nein, nein, so ist es nicht!"
Brian_BonVoyage_12_help_caption_01,彼女の力になろうとしている。人助けをしているんだ。,"Estoy intentando ayudarla, le estoy haciendo un favor.","J'essaie de l'aider, je lui rends service.","Ich versuche, ihr zu helfen. Ich tue ihr einen Gefallen."
officer13_bonvoyage_03_character_caption_00,へぇ、珍しいこともあるんだな。,"Mmm, bueno, eso sí que es raro.","Hm, eh bien, ça ne te ressemble pas.","Hm, das ist ziemlich untypisch."
Brian_BonVoyage_13_heart_caption_00,心を入れ替えたのかもしれんよ、サーティーン。,"Tal vez he cambiado de actitud, 13.","J'ai peut-être changé d'avis, 13.","Vielleicht habe ich meine Meinung geändert, 13."
